title,url,source,author,published_at,tags,summary
BloopAI / vibe-kanban,https://github.com/BloopAI/vibe-kanban,github_trending,,,,Get 10X more out of Claude Code; Codex or any coding agent
QuantConnect / Lean,https://github.com/QuantConnect/Lean,github_trending,,,,Lean Algorithmic Trading Engine by QuantConnect (Python; C#)
jrouwe / JoltPhysics,https://github.com/jrouwe/JoltPhysics,github_trending,,,,A multi core friendly rigid body physics and collision detection library. Written in C++. Suitabl...
timescale / pg-aiguide,https://github.com/timescale/pg-aiguide,github_trending,,,,MCP server and Claude plugin for Postgres skills and documentation. Helps AI coding tools generat...
RustPython / RustPython,https://github.com/RustPython/RustPython,github_trending,,,,A Python Interpreter written in Rust
alexta69 / metube,https://github.com/alexta69/metube,github_trending,,,,Self-hosted YouTube downloader (web UI for youtube-dl / yt-dlp)
anthropics / skills,https://github.com/anthropics/skills,github_trending,,,,Public repository for Agent Skills
sst / opencode,https://github.com/sst/opencode,github_trending,,,,The open source coding agent.
louislam / uptime-kuma,https://github.com/louislam/uptime-kuma,github_trending,,,,A fancy self-hosted monitoring tool
GOG将被其原始联合创始人收购：这对你意味着什么,https://www.gog.com/blog/gog-is-getting-acquired-by-its-original-co-founder-what-it-means-for-you/,https://hn.aimaker.dev,,,,
谷歌已经死了。我们接下来该去哪里？,https://www.circusscientist.com/2025/12/29/google-is-dead-where-do-we-go-now/,https://hn.aimaker.dev,,,,
人工智能员工不缴税,https://alec.is/posts/ai-employees-dont-pay-taxes/,https://hn.aimaker.dev,,,,
所有已下架的Steam游戏,https://delistedgames.com/all-delisted-steam-games/,https://hn.aimaker.dev,,,,
根据九月份达成的协议，英伟达以50亿美元收购英特尔的股份。,https://www.reuters.com/legal/transactional/nvidia-takes-5-billion-stake-intel-under-september-agreement-2025-12-29/,https://hn.aimaker.dev,,,,
Netflix：开放内容,https://opencontent.netflix.com/,https://hn.aimaker.dev,,,,
软件开发的未来是软件开发者,https://codemanship.wordpress.com/2025/11/25/the-future-of-software-development-is-software-developers/,https://hn.aimaker.dev,,,,
人工智能正在迫使我们编写优质代码。,https://bits.logic.inc/p/ai-is-forcing-us-to-write-good-code,https://hn.aimaker.dev,,,,
尼古拉斯·吉尤，法国国际刑事法院法官，因受到美国制裁而被“去银行化”,https://www.lemonde.fr/en/international/article/2025/11/19/nicolas-guillou-french-icc-judge-sanctioned-by-the-us-you-are-effectively-blacklisted-by-much-of-the-world-s-banking-system_6747628_4.html,https://hn.aimaker.dev,,,,
Win32 是稳定的 Linux ABI（应用二进制接口）。,https://loss32.org/,https://hn.aimaker.dev,,,Linux,
在英国国家医疗服务体系中拒绝使用Palantir,https://notopalantir.goodlawproject.org/email-to-target/stop-palantir-in-the-nhs/,https://hn.aimaker.dev,,,,
玩耍时间最长且清理时间最短的玩具,https://joannabregan.substack.com/p/toys-with-the-highest-play-time-and,https://hn.aimaker.dev,,,,
